scope,technology,series,scenario,identifiers,metric,year,value,unit,dollar_year,source_type,source_file,source_url,source_years,sources,method,atb_year
reeds,coal,Coal-new,Moderate,{},vom,2021,9.136800008385402,USD/MWh,2022,atb,atb_2023_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2021],"[{""file"":""atb_2023_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2023/ATBe.csv"",""sha256"":""5073733a55c84facceb25ec56b83d05d9c990155486111fff137854ccd2fab71"",""format"":""flat"",""location"":""CSV row 183166"",""dollar_year"":2021},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2023 Moderate base-year estimate; year=release-2. Case: Market. Converted with the ReEDS deflator.,2023
reeds,coal,Coal-new,Moderate,{},vom,2022,9.3,USD/MWh,2022,atb,atb_2024_flat_file.csv | deflator.csv,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2022],"[{""file"":""atb_2024_flat_file.csv"",""url"":""https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv"",""sha256"":""b0f0de40786350ba8dd5eec9023540f72ceeb8ab4478bc31abaf1c0d5eb20959"",""format"":""flat"",""location"":""CSV row 56295"",""dollar_year"":2022},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2024 Moderate base-year estimate; year=release-2. Case: Market. Unit from ATB parameter definition; CSV unit blank. Converted with the ReEDS deflator.,2024
reeds,coal,CofireNew,Moderate,{},capcost,2013,4089.3223686643937,USD/kW,2022,atb,atb_2015_workbook.xlsm | deflator.csv,https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2013],"[{""file"":""atb_2015_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm"",""sha256"":""1f5e9a1d81f766d8c0a4e320dba9c27953321df5321ae3d04a854a23f7ca48df"",""format"":""workbook"",""location"":""Conventional - Biopower!L34"",""dollar_year"":2013},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2015 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2015
reeds,coal,CofireNew,Moderate,{},capcost,2014,4729.40708336899,USD/kW,2022,atb,atb_2016_workbook.xlsm | deflator.csv,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Conventional - Biopower!L34"",""dollar_year"":2014},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2016 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2016
reeds,coal,CofireNew,Moderate,{},capcost,2015,4757.76067957057,USD/kW,2022,atb,atb_2017_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Biopower!L34"",""dollar_year"":2015},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2017 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2017
reeds,coal,CofireNew,Moderate,{},capcost,2016,4790.265019969035,USD/kW,2022,atb,atb_2018_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Biopower!L34"",""dollar_year"":2016},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2018 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2018
reeds,coal,CofireNew,Moderate,{},capcost,2017,4787.2507277325985,USD/kW,2022,atb,atb_2019_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Biopower!L34"",""dollar_year"":2017},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2019 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2019
reeds,coal,CofireNew,Moderate,{},capcost,2018,4561.495542896492,USD/kW,2022,atb,atb_2020_workbook.xlsm | deflator.csv,https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2018],"[{""file"":""atb_2020_workbook.xlsm"",""url"":""https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm"",""sha256"":""2fc2ccf72853304e45803959c77d82806debe8b686eec294838a7ac5219a7a13"",""format"":""workbook"",""location"":""Biopower!L34"",""dollar_year"":2018},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2020 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2020
reeds,coal,CofireNew,Moderate,{},cf_improvement,2013,0.508,fraction,,atb,atb_2015_workbook.xlsm,https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm,[2013],"[{""file"":""atb_2015_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm"",""sha256"":""1f5e9a1d81f766d8c0a4e320dba9c27953321df5321ae3d04a854a23f7ca48df"",""format"":""workbook"",""location"":""Conventional - Biopower!L14"",""dollar_year"":2013}]",ATB 2015 Moderate base-year estimate; year=release-2.,2015
reeds,coal,CofireNew,Moderate,{},cf_improvement,2014,0.521,fraction,,atb,atb_2016_workbook.xlsm,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Conventional - Biopower!L14"",""dollar_year"":2014}]",ATB 2016 Moderate base-year estimate; year=release-2.,2016
reeds,coal,CofireNew,Moderate,{},cf_improvement,2015,0.521,fraction,,atb,atb_2017_workbook.xlsm,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Biopower!L14"",""dollar_year"":2015}]",ATB 2017 Moderate base-year estimate; year=release-2.,2017
reeds,coal,CofireNew,Moderate,{},cf_improvement,2016,0.556,fraction,,atb,atb_2018_workbook.xlsm,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Biopower!L14"",""dollar_year"":2016}]",ATB 2018 Moderate base-year estimate; year=release-2.,2018
reeds,coal,CofireNew,Moderate,{},cf_improvement,2017,0.556,fraction,,atb,atb_2019_workbook.xlsm,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Biopower!L14"",""dollar_year"":2017}]",ATB 2019 Moderate base-year estimate; year=release-2.,2019
reeds,coal,CofireNew,Moderate,{},cf_improvement,2018,0.606,fraction,,atb,atb_2020_workbook.xlsm,https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm,[2018],"[{""file"":""atb_2020_workbook.xlsm"",""url"":""https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm"",""sha256"":""2fc2ccf72853304e45803959c77d82806debe8b686eec294838a7ac5219a7a13"",""format"":""workbook"",""location"":""Biopower!L14"",""dollar_year"":2018}]",ATB 2020 Moderate base-year estimate; year=release-2.,2020
reeds,coal,CofireNew,Moderate,{},fom,2013,39.71324468807626,USD/kW-yr,2022,atb,atb_2015_workbook.xlsm | deflator.csv,https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2013],"[{""file"":""atb_2015_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm"",""sha256"":""1f5e9a1d81f766d8c0a4e320dba9c27953321df5321ae3d04a854a23f7ca48df"",""format"":""workbook"",""location"":""Conventional - Biopower!L38"",""dollar_year"":2013},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2015 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2015
reeds,coal,CofireNew,Moderate,{},fom,2014,39.09841088444472,USD/kW-yr,2022,atb,atb_2016_workbook.xlsm | deflator.csv,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Conventional - Biopower!L38"",""dollar_year"":2014},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2016 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2016
reeds,coal,CofireNew,Moderate,{},fom,2015,39.310274627865425,USD/kW-yr,2022,atb,atb_2017_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Biopower!L38"",""dollar_year"":2015},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2017 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2017
reeds,coal,CofireNew,Moderate,{},fom,2016,39.620720999436614,USD/kW-yr,2022,atb,atb_2018_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Biopower!L38"",""dollar_year"":2016},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2018 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2018
reeds,coal,CofireNew,Moderate,{},fom,2017,39.62072099036793,USD/kW-yr,2022,atb,atb_2019_workbook.xlsm | deflator.csv,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Biopower!L38"",""dollar_year"":2017},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2019 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2019
reeds,coal,CofireNew,Moderate,{},fom,2018,46.242339758578304,USD/kW-yr,2022,atb,atb_2020_workbook.xlsm | deflator.csv,https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm | https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv,[2018],"[{""file"":""atb_2020_workbook.xlsm"",""url"":""https://atb-archive.nlr.gov/electricity/2020/files/2020-ATB-Data.xlsm"",""sha256"":""2fc2ccf72853304e45803959c77d82806debe8b686eec294838a7ac5219a7a13"",""format"":""workbook"",""location"":""Biopower!L38"",""dollar_year"":2018},{""file"":""deflator.csv"",""url"":""https://github.com/ReEDS-Model/ReEDS/blob/db6a1ba95836b649176fca50030e82a6b4cf9bb5/inputs/financials/deflator.csv"",""sha256"":""538d3afb409a3c89ce0f96a70867855f9bb64afa82776e875129b2547e329315"",""location"":""value_target=value_source*deflator[source_dollar_year]/deflator[target_dollar_year]"",""dollar_year"":""""}]",ATB 2020 Moderate base-year estimate; year=release-2. Converted with the ReEDS deflator.,2020
reeds,coal,CofireNew,Moderate,{},heatrate,2013,10.08,MMBtu/MWh,,atb,atb_2015_workbook.xlsm,https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm,[2013],"[{""file"":""atb_2015_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy15osti/64077-DA.xlsm"",""sha256"":""1f5e9a1d81f766d8c0a4e320dba9c27953321df5321ae3d04a854a23f7ca48df"",""format"":""workbook"",""location"":""Conventional - Biopower!L22"",""dollar_year"":2013}]",ATB 2015 Moderate base-year estimate; year=release-2.,2015
reeds,coal,CofireNew,Moderate,{},heatrate,2014,9.876160990712076,MMBtu/MWh,,atb,atb_2016_workbook.xlsm,https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm,[2014],"[{""file"":""atb_2016_workbook.xlsm"",""url"":""https://docs.nlr.gov/docs/fy16osti/66944-DA.xlsm"",""sha256"":""e622248d457ee99cba45474a7a7218a2bfd96f95d698d5a1099e3e2ea1b3b555"",""format"":""workbook"",""location"":""Conventional - Biopower!L22"",""dollar_year"":2014}]",ATB 2016 Moderate base-year estimate; year=release-2.,2016
reeds,coal,CofireNew,Moderate,{},heatrate,2015,8.804285714285713,MMBtu/MWh,,atb,atb_2017_workbook.xlsm,https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm,[2015],"[{""file"":""atb_2017_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/71/2017-ATB-data.xlsm"",""sha256"":""5712fc8d062ccb40aa6930edbf60ba1f8f4a13c08f7e4e532b78e24fa23ba55d"",""format"":""workbook"",""location"":""Biopower!L22"",""dollar_year"":2015}]",ATB 2017 Moderate base-year estimate; year=release-2.,2017
reeds,coal,CofireNew,Moderate,{},heatrate,2016,9.669762641898863,MMBtu/MWh,,atb,atb_2018_workbook.xlsm,https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm,[2016],"[{""file"":""atb_2018_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/89/2018-ATB-data-interim-geo.xlsm"",""sha256"":""975f5a963c817b0da3f9e762a3458fdbee58f11b3d80656eb3ba528d2901fbdf"",""format"":""workbook"",""location"":""Biopower!L22"",""dollar_year"":2016}]",ATB 2018 Moderate base-year estimate; year=release-2.,2018
reeds,coal,CofireNew,Moderate,{},heatrate,2017,9.669762641898863,MMBtu/MWh,,atb,atb_2019_workbook.xlsm,https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm,[2017],"[{""file"":""atb_2019_workbook.xlsm"",""url"":""https://data.nlr.gov/system/files/115/2019-ATB-data.xlsm"",""sha256"":""f7807beb3496c1cfde28ed2a3115abd1d88e968273eb90f52cfe89f1845de42b"",""format"":""workbook"",""location"":""Biopower!L22"",""dollar_year"":2017}]",ATB 2019 Moderate base-year estimate; year=release-2.,2019
